#  N   alpha   maxiter  av(e)   err(e)  P(sol)  err(Psol)  av(niter)   std(niter)  av(runtime)  str(runtime)  nsamples
65536	968.00	50000	472.481	69.131	0.000	0.000	50000.000	0.000	5121.091	76.999	52
65536	972.00	50000	1116.312	105.085	0.000	0.000	50000.000	0.000	5448.802	66.539	16
65536	976.00	50000	1411.500	31.199	0.000	0.000	50000.000	0.000	5616.088	24.692	16
65536	980.00	50000	1504.688	26.923	0.000	0.000	50000.000	0.000	5620.833	32.131	16
65536	990.00	50000	1780.750	45.252	0.000	0.000	50000.000	0.000	5729.530	52.079	16
65536	948.00	1048576	0.000	0.000	1.000	0.000	3692.691	44.633	399.044	5.054	388
65536	956.00	1048576	0.000	0.000	1.000	0.000	8177.153	167.321	865.332	17.936	174
65536	960.00	1048576	0.000	0.000	1.000	0.000	17359.340	1251.298	1631.963	90.570	88
65536	962.00	1048576	0.000	0.000	1.000	0.000	32595.708	3340.414	2796.766	241.699	48
65536	964.00	1048576	0.000	0.000	1.000	0.000	95776.226	9345.318	7714.239	630.933	150
65536	966.00	1048576	0.000	0.000	1.000	0.000	284180.006	39634.114	20998.485	2525.260	36
65536	968.00	1048576	0.000	0.000	1.000	0.000	219882.104	29167.152	15924.931	1773.343	12
65536	970.00	1048576	0.000	0.000	1.000	0.000	240807.361	0.000	27675.720	0.000	1
65536	940.00	65536000	0.000	0.000	1.000	0.000	2089.101	18.446	214.651	1.937	448
65536	950.00	65536000	0.000	0.000	1.000	0.000	4277.953	62.059	436.411	6.549	219
65536	955.00	65536000	0.000	0.000	1.000	0.000	7128.253	165.006	715.324	16.887	129
65536	960.00	65536000	0.000	0.000	1.000	0.000	15303.697	711.059	1426.960	63.099	60
65536	964.00	65536000	0.000	0.000	1.000	0.000	45506.974	4918.727	3699.835	336.322	14
65536	968.00	65536000	0.000	0.000	1.000	0.000	95358.654	0.000	8349.440	0.000	1
